avg t001,avg t002,avg t003,avg t004,avg t005,time (s) Activity8,time (s) Activity9,time (s) Activity14,time (s) Activity15,n m003,n m004,n m005,n m010,n m016,n m018,n m020,n m021,n m022,n m024,n m027,n m030,n m031,n m032,n m033,n m034,n m035,n m036,n m037,n m038,n m039,n m044,n m045,n m046,n m047,n m048,n m049,n m050,n m052,n d001,n d002,n d003,n d004,n d005,n d008,n d009,n d011,n d014,n d015,n Task7,n Task11,n Action11,n paz1,n paz2,n paz3,n paz4,n paz5,n paz7,n paz8,n paz9,n paz11,n paz14,n paz21,n paz24,n paz25,n paz29,n paz33,n paz34,n paz35,n paz39,n paz40,n paz42,n paz43,n paz45,n paz49,n paz50,n paz52,n paz54,n paz56,n paz57,n paz58,n paz60,n paz62,n paz63,n paz66,n paz67,n paz68,n paz70,n paz71,n paz72,n paz73,n paz74,n paz75,n paz77,n paz78,n paz79,n paz82,n paz85,n paz86,n paz88,n paz89,n paz91,n paz92,n paz93,n paz94,n paz98,n paz99,n paz100,n paz101,n paz102,n paz103,n paz105,n paz106,n paz107,n paz108,n paz111,n paz112,n paz115,n paz116,n paz117,n paz118,n paz122,n paz124,n paz128,n paz130,n paz131,n paz132,n paz134,n paz135,n paz136,n paz138,n paz139,n paz140,n paz145,n paz147,n paz149,n paz150,n paz152,n paz156,n paz158,n paz159,n paz160,n paz163,n paz165,n paz166,n paz169,n paz170,n paz173,n paz175,n paz178,n paz179,n paz181,n paz184,n paz185,n paz188,n paz191,n paz194,n paz196,n paz197,n paz199,n paz202,n paz203,n paz204,n paz205,n paz208,n paz209,n paz210,n paz211,n paz215,n paz216,n paz217,n paz218,n paz220,n paz221,n paz222,n paz225,n paz229,n paz231,n paz232,n paz235,n paz237,n paz241,n paz242,n paz243,n paz247,n paz249,n paz250,n paz251,n paz253,n paz254,n paz255,n paz257,n paz259,n paz262,n paz265,n paz268,n paz269,n paz272,n paz273,n paz274,act Consumption,avg Consumption
21.75,27.818181818181817,23.818181818181817,21.5,24.035714285714285,98,138,467,154,4,0,12,20,167,68,0,46,58,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,2,0,0,0,0,0,12,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.1595113438043,UP
24.694444444444443,27.93055555555556,24.819444444444443,25.09722222222222,25.80555555555556,56,37,410,76,6,0,16,108,160,84,2,71,58,53,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798.300469483568,DOWN
22.3,25.294117647058822,23.944444444444443,22.0,24.444444444444443,121,0,432,73,6,0,2,90,132,94,6,70,66,38,22,0,0,0,0,0,0,0,8,10,8,0,0,0,0,0,0,0,536,0,0,0,0,4,0,8,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245.2334710743803,DOWN
21.52083333333333,24.029411764705884,22.15,21.676470588235293,22.571428571428573,36,88,370,46,15,0,8,74,200,154,0,88,76,68,46,0,0,0,0,0,0,0,8,10,4,0,0,0,0,0,0,0,388,4,0,0,0,2,0,16,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745.464980544747,DOWN
25.7,29.729166666666668,26.0,26.75,27.866666666666667,56,107,221,129,36,8,46,0,136,110,0,52,58,48,28,0,0,0,0,0,0,0,6,12,8,0,0,0,0,0,0,0,322,0,0,0,0,3,0,6,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.7829126213592,DOWN
24.43055555555556,28.63888888888889,24.73611111111111,25.819444444444443,25.319444444444443,60,77,344,85,12,2,32,64,195,109,0,71,49,70,54,0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,0,0,0,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779.7627737226278,UP
23.22222222222222,26.675,21.5,20.25,24.115384615384617,189,119,374,246,12,4,8,100,134,110,0,60,76,56,38,0,0,0,0,0,0,0,18,26,20,0,0,0,0,0,0,0,790,4,0,0,0,8,0,10,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598.966379310345,UP
25.223684210526315,27.25,22.0,22.93421052631579,23.308823529411764,66,156,358,154,16,2,13,29,183,140,20,121,104,92,64,18,244,83,161,38,104,32,71,189,60,23,148,9,18,246,88,31,0,0,0,0,0,0,0,18,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4417.386914062499,UP
24.7948717948718,27.56410256410257,22.115384615384617,21.46153846153846,23.942307692307693,36,89,645,187,14,2,44,46,191,117,0,86,52,99,46,0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,6,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2733.2829268292685,DOWN
25.25,28.31578947368421,23.75,28.5,27.70833333333333,76,59,333,47,4,4,6,18,104,82,0,60,48,36,24,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,196,0,0,0,0,2,0,14,0,2,2,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572.2886524822695,DOWN
23.545454545454547,26.5,23.75,22.27777777777778,23.58333333333333,54,173,410,137,0,0,0,8,118,90,0,61,39,46,38,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,312,6,0,0,0,0,0,14,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557.7352839931154,DOWN
20.75,25.25,23.0,21.0,24.944444444444443,201,77,328,89,20,2,8,102,174,78,0,32,52,28,16,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,328,0,0,0,0,2,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613.742741935484,UP
21.0,27.0,22.0,21.0,25.23076923076923,48,49,413,76,14,2,6,208,181,142,0,52,60,34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,18,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342.544897959184,DOWN
26.25,31.0,27.25,26.25,24.5,59,43,430,60,14,4,8,32,158,116,0,80,64,62,44,0,0,0,0,0,0,0,10,12,8,0,0,0,0,0,0,0,624,4,0,0,1,4,0,20,0,0,0,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911.0687679083092,DOWN
29.142857142857142,32.75,28.75,29.5,28.25,142,66,525,87,10,0,2,6,140,90,0,80,68,66,42,0,0,0,0,0,0,0,8,8,6,0,0,0,0,0,0,0,337,6,0,0,0,1,0,12,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274.6695842450767,DOWN
23.3,28.157894736842103,24.5,24.25,23.115384615384617,90,38,406,79,16,6,12,54,144,106,0,66,56,50,43,0,0,0,0,0,0,0,14,18,12,0,0,0,0,0,0,0,397,2,0,0,0,2,0,14,0,0,0,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783.0166270783848,DOWN
28.166666666666668,32.66101694915254,29.035714285714285,29.3,22.903846153846157,42,88,481,145,16,2,34,22,191,100,0,60,44,48,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242.3050847457625,DOWN
