%
% Comments go after a '%' sign.
%
%
% Relation: selected_fe200
%
%
% Attributes: 201     Instances: 148
%
%

@relation selected_fe200

@attribute 'Time' numeric
@attribute 'avg t001' numeric
@attribute 'avg t003' numeric
@attribute 'avg t004' numeric
@attribute 'avg t005' numeric
@attribute 'time (s) Activity1' numeric
@attribute 'time (s) Activity2' numeric
@attribute 'time (s) Activity3' numeric
@attribute 'time (s) Activity4' numeric
@attribute 'time (s) Activity8' numeric
@attribute 'time (s) Activity9' numeric
@attribute 'time (s) Activity10' numeric
@attribute 'time (s) Activity12' numeric
@attribute 'time (s) Activity13' numeric
@attribute 'time (s) Activity14' numeric
@attribute 'time (s) Activity15' numeric
@attribute 'n m001' numeric
@attribute 'n m002' numeric
@attribute 'n m003' numeric
@attribute 'n m004' numeric
@attribute 'n m005' numeric
@attribute 'n m006' numeric
@attribute 'n m007' numeric
@attribute 'n m008' numeric
@attribute 'n m010' numeric
@attribute 'n m011' numeric
@attribute 'n m012' numeric
@attribute 'n m013' numeric
@attribute 'n m014' numeric
@attribute 'n m015' numeric
@attribute 'n m016' numeric
@attribute 'n m017' numeric
@attribute 'n m018' numeric
@attribute 'n m020' numeric
@attribute 'n m021' numeric
@attribute 'n m022' numeric
@attribute 'n m023' numeric
@attribute 'n m024' numeric
@attribute 'n m025' numeric
@attribute 'n m027' numeric
@attribute 'n m029' numeric
@attribute 'n m031' numeric
@attribute 'n m032' numeric
@attribute 'n m033' numeric
@attribute 'n m034' numeric
@attribute 'n m035' numeric
@attribute 'n m038' numeric
@attribute 'n m039' numeric
@attribute 'n m040' numeric
@attribute 'n m042' numeric
@attribute 'n m045' numeric
@attribute 'n m047' numeric
@attribute 'n m048' numeric
@attribute 'n m049' numeric
@attribute 'n m051' numeric
@attribute 'n m052' numeric
@attribute 'n d001' numeric
@attribute 'n d002' numeric
@attribute 'n d003' numeric
@attribute 'n d004' numeric
@attribute 'n d005' numeric
@attribute 'n d008' numeric
@attribute 'n d009' numeric
@attribute 'n d010' numeric
@attribute 'n d011' numeric
@attribute 'n d012' numeric
@attribute 'n d014' numeric
@attribute 'n d015' numeric
@attribute 'n Task1' numeric
@attribute 'n Task2' numeric
@attribute 'n Task5' numeric
@attribute 'n Task6' numeric
@attribute 'n Task7' numeric
@attribute 'n Task8' numeric
@attribute 'n Task9' numeric
@attribute 'n Task10' numeric
@attribute 'n Task11' numeric
@attribute 'n Task12' numeric
@attribute 'n Task13' numeric
@attribute 'n Action6' numeric
@attribute 'n Action7' numeric
@attribute 'n Action8' numeric
@attribute 'n Action9' numeric
@attribute 'n Action10' numeric
@attribute 'n Action11' numeric
@attribute 'n paz1' numeric
@attribute 'n paz2' numeric
@attribute 'n paz3' numeric
@attribute 'n paz5' numeric
@attribute 'n paz7' numeric
@attribute 'n paz8' numeric
@attribute 'n paz9' numeric
@attribute 'n paz11' numeric
@attribute 'n paz21' numeric
@attribute 'n paz25' numeric
@attribute 'n paz29' numeric
@attribute 'n paz33' numeric
@attribute 'n paz34' numeric
@attribute 'n paz35' numeric
@attribute 'n paz39' numeric
@attribute 'n paz43' numeric
@attribute 'n paz45' numeric
@attribute 'n paz52' numeric
@attribute 'n paz57' numeric
@attribute 'n paz58' numeric
@attribute 'n paz60' numeric
@attribute 'n paz62' numeric
@attribute 'n paz63' numeric
@attribute 'n paz66' numeric
@attribute 'n paz70' numeric
@attribute 'n paz71' numeric
@attribute 'n paz72' numeric
@attribute 'n paz73' numeric
@attribute 'n paz74' numeric
@attribute 'n paz75' numeric
@attribute 'n paz78' numeric
@attribute 'n paz79' numeric
@attribute 'n paz82' numeric
@attribute 'n paz85' numeric
@attribute 'n paz86' numeric
@attribute 'n paz88' numeric
@attribute 'n paz89' numeric
@attribute 'n paz91' numeric
@attribute 'n paz93' numeric
@attribute 'n paz94' numeric
@attribute 'n paz99' numeric
@attribute 'n paz100' numeric
@attribute 'n paz101' numeric
@attribute 'n paz102' numeric
@attribute 'n paz103' numeric
@attribute 'n paz105' numeric
@attribute 'n paz107' numeric
@attribute 'n paz111' numeric
@attribute 'n paz112' numeric
@attribute 'n paz116' numeric
@attribute 'n paz117' numeric
@attribute 'n paz118' numeric
@attribute 'n paz122' numeric
@attribute 'n paz128' numeric
@attribute 'n paz130' numeric
@attribute 'n paz131' numeric
@attribute 'n paz132' numeric
@attribute 'n paz134' numeric
@attribute 'n paz135' numeric
@attribute 'n paz136' numeric
@attribute 'n paz140' numeric
@attribute 'n paz145' numeric
@attribute 'n paz147' numeric
@attribute 'n paz149' numeric
@attribute 'n paz150' numeric
@attribute 'n paz152' numeric
@attribute 'n paz156' numeric
@attribute 'n paz158' numeric
@attribute 'n paz159' numeric
@attribute 'n paz160' numeric
@attribute 'n paz163' numeric
@attribute 'n paz166' numeric
@attribute 'n paz170' numeric
@attribute 'n paz175' numeric
@attribute 'n paz178' numeric
@attribute 'n paz179' numeric
@attribute 'n paz181' numeric
@attribute 'n paz184' numeric
@attribute 'n paz185' numeric
@attribute 'n paz188' numeric
@attribute 'n paz191' numeric
@attribute 'n paz194' numeric
@attribute 'n paz197' numeric
@attribute 'n paz199' numeric
@attribute 'n paz202' numeric
@attribute 'n paz203' numeric
@attribute 'n paz204' numeric
@attribute 'n paz205' numeric
@attribute 'n paz208' numeric
@attribute 'n paz210' numeric
@attribute 'n paz211' numeric
@attribute 'n paz216' numeric
@attribute 'n paz217' numeric
@attribute 'n paz218' numeric
@attribute 'n paz220' numeric
@attribute 'n paz221' numeric
@attribute 'n paz225' numeric
@attribute 'n paz231' numeric
@attribute 'n paz235' numeric
@attribute 'n paz237' numeric
@attribute 'n paz243' numeric
@attribute 'n paz247' numeric
@attribute 'n paz249' numeric
@attribute 'n paz250' numeric
@attribute 'n paz251' numeric
@attribute 'n paz254' numeric
@attribute 'n paz255' numeric
@attribute 'n paz257' numeric
@attribute 'n paz259' numeric
@attribute 'n paz262' numeric
@attribute 'n paz268' numeric
@attribute 'n paz269' numeric
@attribute 'n paz274' numeric
@attribute 'trend' numeric
@attribute 'act Consumption' numeric
@attribute 'avg Consumption' {'down','up'}

@data
660,21.75,23.818181818181817,21.5,24.035714285714285,238,218,286,400,98,138,16,359,220,467,154,113,56,4,0,12,82,174,257,20,20,8,582,164,142,167,229,68,0,46,58,98,38,84,32,8,0,0,0,0,0,0,0,0,36,0,0,0,0,22,386,2,0,0,0,0,0,12,4,0,3,0,0,21,28,24,35,9,1,6,2,2,0,0,1,39,4,20,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5743050361179027,1298.1595113438043,'up'
690,24.694444444444443,24.819444444444443,25.09722222222222,25.80555555555556,149,157,188,424,56,37,34,133,253,410,76,119,54,6,0,16,120,207,169,108,0,0,269,188,125,160,288,84,2,71,58,107,53,120,70,24,0,0,0,0,0,0,0,0,46,0,0,0,0,29,0,1,0,0,0,0,0,8,5,0,7,0,0,17,18,12,24,5,1,5,1,7,1,1,4,34,3,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857818676207489,1798.300469483568,'down'
720,22.3,23.944444444444443,22.0,24.444444444444443,221,380,334,534,121,0,64,464,259,432,73,124,138,6,0,2,30,140,152,90,12,0,303,172,124,132,290,94,6,70,66,134,38,84,22,16,0,0,0,0,0,10,8,6,30,0,0,0,0,36,536,0,0,0,0,4,0,8,0,0,6,0,0,17,34,15,11,6,1,1,1,2,0,0,5,34,2,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9144069304059217,2245.2334710743803,'down'
690,21.52083333333333,22.15,21.676470588235293,22.571428571428573,191,120,166,397,36,88,34,433,140,370,46,142,48,15,0,8,60,202,157,74,20,6,641,189,170,200,290,154,0,88,76,150,68,106,46,22,0,0,0,0,0,10,4,4,58,0,0,0,0,52,388,4,0,0,0,2,0,16,14,0,11,0,0,16,24,26,29,10,2,5,2,2,0,0,9,18,4,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.856369058983589,2745.464980544747,'down'
930,25.7,26.0,26.75,27.866666666666667,144,187,147,651,56,107,39,522,266,221,129,98,88,36,8,46,42,122,140,0,10,14,426,150,106,136,218,110,0,52,58,90,48,110,28,10,0,0,0,0,0,12,8,4,32,0,0,0,0,30,322,0,0,0,0,3,0,6,14,0,5,0,0,23,18,64,17,12,1,1,1,0,0,0,11,69,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.481733078968378,1216.7829126213592,'down'
990,24.43055555555556,24.73611111111111,25.819444444444443,25.319444444444443,267,189,255,526,60,77,46,193,221,344,85,120,49,12,2,32,117,184,151,64,12,4,331,299,167,195,335,109,0,71,49,100,70,124,54,38,0,0,0,0,0,6,4,4,60,0,0,0,0,38,0,1,0,0,1,1,0,6,4,0,4,0,0,21,15,31,30,17,8,1,1,2,2,0,4,15,17,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.569535524499337,1779.7627737226278,'up'
690,23.22222222222222,21.5,20.25,24.115384615384617,422,262,506,528,189,119,51,206,213,374,246,124,136,12,4,8,64,208,202,100,8,0,441,196,100,134,306,110,0,60,76,108,56,104,38,30,0,0,0,0,0,26,20,20,42,0,0,0,0,44,790,4,0,0,0,8,0,10,6,0,3,0,0,18,33,56,70,21,20,2,2,1,1,0,17,35,22,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7330672709025854,2598.966379310345,'up'
690,25.223684210526315,22.0,22.93421052631579,23.308823529411764,226,166,157,155,66,156,34,152,234,358,154,141,83,16,2,13,84,288,265,29,14,2,264,257,148,183,336,140,20,121,104,152,92,189,64,57,244,83,161,38,104,189,60,43,74,148,18,246,88,83,0,0,0,0,0,0,0,18,6,0,10,0,0,18,56,31,20,11,6,10,2,0,0,0,11,28,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.251137148653775,4417.386914062499,'up'
990,24.7948717948718,22.115384615384617,21.46153846153846,23.942307692307693,902,183,157,498,36,89,61,417,277,645,187,130,96,14,2,44,70,140,154,46,36,8,382,234,176,191,368,117,0,86,52,88,99,217,46,8,0,0,0,0,0,6,4,9,48,0,0,0,0,30,0,0,0,0,0,0,0,14,14,0,6,2,6,22,37,61,42,17,3,19,1,3,2,0,14,35,16,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2934110185033098,2733.2829268292685,'down'
915,25.25,23.75,28.5,27.70833333333333,260,248,123,455,76,59,28,101,135,333,47,76,42,4,4,6,89,114,100,18,8,10,450,110,88,104,201,82,0,60,48,66,36,72,24,12,0,0,0,0,0,6,6,4,28,0,0,0,0,30,196,0,0,0,0,2,0,14,10,0,4,2,2,17,28,34,33,19,1,5,2,1,2,1,8,17,9,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6028258525602177,1572.2886524822695,'down'
690,23.545454545454547,23.75,22.27777777777778,23.58333333333333,76,256,231,649,54,173,47,186,91,410,137,78,46,0,0,0,58,116,104,8,6,10,352,142,112,118,256,90,0,61,39,86,46,88,38,16,0,0,0,0,0,4,4,2,44,0,0,0,0,26,312,6,0,0,0,0,0,14,6,0,2,0,0,26,38,12,26,1,1,4,1,3,1,1,6,16,7,24,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7909626992140305,1557.7352839931154,'down'
930,20.75,23.0,21.0,24.944444444444443,230,165,304,561,201,77,28,349,148,328,89,126,82,20,2,8,60,204,128,102,2,4,432,108,118,174,275,78,0,32,52,124,28,94,16,12,0,0,0,0,0,6,4,4,22,0,0,0,0,26,328,0,0,0,0,2,0,0,4,0,9,2,2,18,47,11,51,2,15,3,2,0,0,0,3,21,17,30,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4193989063341363,1613.742741935484,'up'
930,21.0,22.0,21.0,25.23076923076923,265,180,209,490,48,49,28,184,161,413,76,116,46,14,2,6,140,170,142,208,10,0,561,192,154,181,355,142,0,52,60,110,34,100,22,14,0,0,0,0,0,0,0,0,28,0,0,0,0,112,870,0,0,0,0,0,0,18,4,0,8,0,0,19,27,30,57,21,1,2,1,1,0,0,4,16,3,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.115068144194463,2342.544897959184,'down'
930,26.25,27.25,26.25,24.5,255,177,167,434,59,43,80,174,131,430,60,126,40,14,4,8,34,124,144,32,20,10,372,104,130,158,312,116,0,80,64,124,62,90,44,28,0,0,0,0,0,12,8,6,52,0,0,0,0,36,624,4,0,0,1,4,0,20,0,0,8,0,0,18,22,38,34,27,1,3,2,3,3,1,3,17,9,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.833968295379045,1911.0687679083092,'down'
930,29.142857142857142,28.75,29.5,28.25,87,199,200,0,142,66,44,132,102,525,87,102,32,10,0,2,20,94,110,6,0,6,409,110,110,140,284,90,0,80,68,96,66,94,42,16,0,0,0,0,0,8,6,6,40,0,0,0,0,16,337,6,0,0,0,1,0,12,8,0,2,0,0,15,29,17,11,9,6,2,2,1,1,0,13,13,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.947898139819759,2274.6695842450767,'down'
990,23.3,24.5,24.25,23.115384615384617,305,262,147,466,90,38,31,320,123,406,79,84,48,16,6,12,32,100,110,54,38,10,508,130,104,144,268,106,0,66,56,84,50,70,43,26,0,0,0,0,0,18,12,12,50,0,0,0,0,40,397,2,0,0,0,2,0,14,0,0,6,0,0,19,27,40,37,32,9,5,1,2,0,1,3,25,7,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.721033828810452,1783.0166270783848,'down'
990,28.166666666666668,29.035714285714285,29.3,22.903846153846157,386,250,174,535,42,88,40,190,209,481,145,92,90,16,2,34,126,180,146,22,12,8,393,190,145,191,416,100,0,60,44,94,48,128,24,12,0,0,0,0,0,0,0,0,28,0,0,0,0,30,0,2,0,0,0,0,0,16,0,0,14,0,0,25,19,14,58,18,2,7,1,4,3,1,12,28,12,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5489500258788892,2242.3050847457625,'down'
705,26.705882352941178,26.64516129032258,26.425925925925927,23.176470588235293,274,184,334,599,122,78,38,229,306,460,116,98,58,6,0,2,98,164,120,6,4,4,501,196,140,192,313,116,0,50,52,92,50,110,28,22,0,0,0,0,0,22,8,14,30,0,0,0,0,46,0,0,0,0,0,6,0,12,0,0,11,0,0,21,16,7,19,9,5,7,1,5,5,0,9,25,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.162270221889139,1957.675816993464,'down'
670,26.705882352941178,26.64516129032258,26.425925925925927,23.176470588235293,308,161,138,595,31,132,32,350,145,559,115,104,218,16,2,16,46,196,168,146,12,16,304,122,148,180,341,94,0,64,50,92,50,106,30,20,0,0,0,0,0,18,12,10,36,0,0,0,0,24,100,2,0,0,0,4,0,0,0,0,9,0,0,20,17,13,19,23,1,3,1,1,1,0,8,20,8,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1177186399082406,1900.795634920635,'up'
930,22.26923076923077,24.5,21.5,24.38888888888889,352,288,324,455,30,53,34,283,180,385,198,100,124,16,4,10,30,164,137,78,2,8,467,115,128,136,256,104,0,48,56,100,34,68,22,20,0,0,0,0,0,68,14,12,38,0,0,0,0,34,412,0,0,0,0,4,0,8,9,0,2,2,4,19,33,52,34,23,1,2,2,1,1,0,5,44,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.71389507121694,2389.965730337078,'down'
690,23.571428571428573,21.27027027027027,22.142857142857142,23.68918918918919,168,284,442,612,129,116,46,359,300,429,169,141,87,14,0,16,72,204,173,19,4,0,263,225,185,200,438,136,15,92,79,144,58,103,40,22,0,0,0,0,0,41,37,12,49,4,106,170,69,36,0,0,0,0,0,0,2,20,4,0,20,0,0,28,43,49,22,14,9,20,3,1,1,0,21,44,8,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.312966681210806,2546.153333333333,'up'
690,23.0,23.5,23.0,22.625,321,342,336,607,83,118,69,216,142,674,98,70,126,26,2,6,68,186,142,38,14,20,334,108,96,106,252,106,0,50,48,80,40,60,25,14,0,0,0,0,0,10,4,4,32,0,0,0,0,30,694,1,0,0,0,2,0,10,0,0,7,2,2,24,22,43,48,13,7,12,2,3,0,0,8,29,13,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.870715064647635,2162.205263157895,'down'
990,21.743589743589745,22.90909090909091,20.0,23.25862068965517,534,431,31,854,112,168,62,130,531,403,177,77,120,18,0,37,102,194,146,24,8,13,258,191,100,133,272,49,6,26,20,65,20,143,15,8,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,0,0,0,0,13,6,0,7,0,0,18,30,58,18,17,11,6,1,0,0,1,1,24,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.365181919649425,2350.5609318996417,'up'
930,26.166666666666668,27.0,27.4,25.38888888888889,202,171,142,418,52,104,54,125,267,321,98,142,134,30,6,0,46,228,236,72,68,12,394,152,162,178,302,100,0,90,68,130,86,98,52,12,0,0,0,0,0,0,0,0,54,0,0,0,0,40,542,4,2,0,0,0,0,12,0,0,12,0,0,19,33,34,22,19,10,5,2,1,2,1,15,32,12,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5305500985816499,1841.4266304347825,'down'
930,22.78846153846154,24.05,21.75,23.5,304,140,256,464,160,200,39,66,217,279,23,146,124,16,2,2,14,224,196,147,22,14,387,216,194,206,312,144,0,72,60,130,60,174,52,40,0,0,0,0,0,24,14,16,68,0,0,0,0,58,338,0,0,0,0,6,2,16,8,0,7,0,0,26,47,41,28,27,3,6,3,2,0,0,3,36,8,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07801991881788,2703.882862903225,'down'
