%
% Comments go after a '%' sign.
%
%
% Relation: selected_sfm300
%
%
% Attributes: 158     Instances: 148
%
%

@relation selected_sfm300

@attribute 'Time' numeric
@attribute 'avg t001' numeric
@attribute 'avg t003' numeric
@attribute 'avg t004' numeric
@attribute 'avg t005' numeric
@attribute 'time (s) Activity1' numeric
@attribute 'time (s) Activity2' numeric
@attribute 'time (s) Activity3' numeric
@attribute 'time (s) Activity4' numeric
@attribute 'time (s) Activity8' numeric
@attribute 'time (s) Activity9' numeric
@attribute 'time (s) Activity13' numeric
@attribute 'time (s) Activity14' numeric
@attribute 'time (s) Activity15' numeric
@attribute 'n m001' numeric
@attribute 'n m002' numeric
@attribute 'n m003' numeric
@attribute 'n m004' numeric
@attribute 'n m005' numeric
@attribute 'n m006' numeric
@attribute 'n m007' numeric
@attribute 'n m008' numeric
@attribute 'n m010' numeric
@attribute 'n m012' numeric
@attribute 'n m013' numeric
@attribute 'n m014' numeric
@attribute 'n m015' numeric
@attribute 'n m016' numeric
@attribute 'n m017' numeric
@attribute 'n m018' numeric
@attribute 'n m020' numeric
@attribute 'n m021' numeric
@attribute 'n m022' numeric
@attribute 'n m023' numeric
@attribute 'n m025' numeric
@attribute 'n m027' numeric
@attribute 'n m031' numeric
@attribute 'n m032' numeric
@attribute 'n m033' numeric
@attribute 'n m034' numeric
@attribute 'n m035' numeric
@attribute 'n m038' numeric
@attribute 'n m039' numeric
@attribute 'n m040' numeric
@attribute 'n m047' numeric
@attribute 'n m048' numeric
@attribute 'n m049' numeric
@attribute 'n m051' numeric
@attribute 'n d001' numeric
@attribute 'n d002' numeric
@attribute 'n d004' numeric
@attribute 'n d005' numeric
@attribute 'n d008' numeric
@attribute 'n d009' numeric
@attribute 'n d012' numeric
@attribute 'n d014' numeric
@attribute 'n d015' numeric
@attribute 'n Task1' numeric
@attribute 'n Task2' numeric
@attribute 'n Task5' numeric
@attribute 'n Task7' numeric
@attribute 'n Task8' numeric
@attribute 'n Task9' numeric
@attribute 'n Task11' numeric
@attribute 'n Action6' numeric
@attribute 'n Action7' numeric
@attribute 'n Action8' numeric
@attribute 'n Action9' numeric
@attribute 'n Action10' numeric
@attribute 'n Action11' numeric
@attribute 'n paz1' numeric
@attribute 'n paz2' numeric
@attribute 'n paz3' numeric
@attribute 'n paz7' numeric
@attribute 'n paz8' numeric
@attribute 'n paz9' numeric
@attribute 'n paz11' numeric
@attribute 'n paz21' numeric
@attribute 'n paz25' numeric
@attribute 'n paz33' numeric
@attribute 'n paz34' numeric
@attribute 'n paz35' numeric
@attribute 'n paz39' numeric
@attribute 'n paz43' numeric
@attribute 'n paz45' numeric
@attribute 'n paz57' numeric
@attribute 'n paz58' numeric
@attribute 'n paz62' numeric
@attribute 'n paz66' numeric
@attribute 'n paz70' numeric
@attribute 'n paz71' numeric
@attribute 'n paz72' numeric
@attribute 'n paz73' numeric
@attribute 'n paz74' numeric
@attribute 'n paz75' numeric
@attribute 'n paz78' numeric
@attribute 'n paz79' numeric
@attribute 'n paz82' numeric
@attribute 'n paz85' numeric
@attribute 'n paz86' numeric
@attribute 'n paz88' numeric
@attribute 'n paz89' numeric
@attribute 'n paz91' numeric
@attribute 'n paz99' numeric
@attribute 'n paz100' numeric
@attribute 'n paz101' numeric
@attribute 'n paz102' numeric
@attribute 'n paz103' numeric
@attribute 'n paz105' numeric
@attribute 'n paz111' numeric
@attribute 'n paz112' numeric
@attribute 'n paz116' numeric
@attribute 'n paz117' numeric
@attribute 'n paz118' numeric
@attribute 'n paz122' numeric
@attribute 'n paz128' numeric
@attribute 'n paz130' numeric
@attribute 'n paz132' numeric
@attribute 'n paz135' numeric
@attribute 'n paz136' numeric
@attribute 'n paz140' numeric
@attribute 'n paz147' numeric
@attribute 'n paz150' numeric
@attribute 'n paz156' numeric
@attribute 'n paz159' numeric
@attribute 'n paz166' numeric
@attribute 'n paz170' numeric
@attribute 'n paz175' numeric
@attribute 'n paz178' numeric
@attribute 'n paz181' numeric
@attribute 'n paz184' numeric
@attribute 'n paz188' numeric
@attribute 'n paz191' numeric
@attribute 'n paz197' numeric
@attribute 'n paz203' numeric
@attribute 'n paz204' numeric
@attribute 'n paz205' numeric
@attribute 'n paz208' numeric
@attribute 'n paz210' numeric
@attribute 'n paz211' numeric
@attribute 'n paz216' numeric
@attribute 'n paz217' numeric
@attribute 'n paz218' numeric
@attribute 'n paz220' numeric
@attribute 'n paz221' numeric
@attribute 'n paz235' numeric
@attribute 'n paz247' numeric
@attribute 'n paz249' numeric
@attribute 'n paz250' numeric
@attribute 'n paz251' numeric
@attribute 'n paz254' numeric
@attribute 'n paz255' numeric
@attribute 'n paz257' numeric
@attribute 'n paz259' numeric
@attribute 'n paz268' numeric
@attribute 'n paz274' numeric
@attribute 'act Consumption' numeric
@attribute 'avg Consumption' {'down','up'}

@data
660,21.75,23.818181818181817,21.5,24.035714285714285,238,218,286,400,98,138,220,467,154,113,56,4,0,12,82,174,257,20,8,582,164,142,167,229,68,0,46,58,98,84,32,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,12,3,0,0,21,28,24,9,1,6,2,1,39,4,20,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.1595113438043,'up'
690,24.694444444444443,24.819444444444443,25.09722222222222,25.80555555555556,149,157,188,424,56,37,253,410,76,119,54,6,0,16,120,207,169,108,0,269,188,125,160,288,84,2,71,58,107,120,70,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,8,7,0,0,17,18,12,5,1,5,7,4,34,3,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798.300469483568,'down'
720,22.3,23.944444444444443,22.0,24.444444444444443,221,380,334,534,121,0,259,432,73,124,138,6,0,2,30,140,152,90,0,303,172,124,132,290,94,6,70,66,134,84,22,0,0,0,0,0,10,8,6,0,0,0,36,0,0,0,4,0,8,6,0,0,17,34,15,6,1,1,2,5,34,2,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245.2334710743803,'down'
690,21.52083333333333,22.15,21.676470588235293,22.571428571428573,191,120,166,397,36,88,140,370,46,142,48,15,0,8,60,202,157,74,6,641,189,170,200,290,154,0,88,76,150,106,46,0,0,0,0,0,10,4,4,0,0,0,52,4,0,0,2,0,16,11,0,0,16,24,26,10,2,5,2,9,18,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745.464980544747,'down'
930,25.7,26.0,26.75,27.866666666666667,144,187,147,651,56,107,266,221,129,98,88,36,8,46,42,122,140,0,14,426,150,106,136,218,110,0,52,58,90,110,28,0,0,0,0,0,12,8,4,0,0,0,30,0,0,0,3,0,6,5,0,0,23,18,64,12,1,1,0,11,69,3,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216.7829126213592,'down'
990,24.43055555555556,24.73611111111111,25.819444444444443,25.319444444444443,267,189,255,526,60,77,221,344,85,120,49,12,2,32,117,184,151,64,4,331,299,167,195,335,109,0,71,49,100,124,54,0,0,0,0,0,6,4,4,0,0,0,38,1,0,1,1,0,6,4,0,0,21,15,31,17,8,1,2,4,15,17,10,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779.7627737226278,'up'
690,23.22222222222222,21.5,20.25,24.115384615384617,422,262,506,528,189,119,213,374,246,124,136,12,4,8,64,208,202,100,0,441,196,100,134,306,110,0,60,76,108,104,38,0,0,0,0,0,26,20,20,0,0,0,44,4,0,0,8,0,10,3,0,0,18,33,56,21,20,2,1,17,35,22,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598.966379310345,'up'
690,25.223684210526315,22.0,22.93421052631579,23.308823529411764,226,166,157,155,66,156,234,358,154,141,83,16,2,13,84,288,265,29,2,264,257,148,183,336,140,20,121,104,152,189,64,244,83,161,38,104,189,60,43,18,246,88,83,0,0,0,0,0,18,10,0,0,18,56,31,11,6,10,0,11,28,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4417.386914062499,'up'
990,24.7948717948718,22.115384615384617,21.46153846153846,23.942307692307693,902,183,157,498,36,89,277,645,187,130,96,14,2,44,70,140,154,46,8,382,234,176,191,368,117,0,86,52,88,217,46,0,0,0,0,0,6,4,9,0,0,0,30,0,0,0,0,0,14,6,2,6,22,37,61,17,3,19,3,14,35,16,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2733.2829268292685,'down'
915,25.25,23.75,28.5,27.70833333333333,260,248,123,455,76,59,135,333,47,76,42,4,4,6,89,114,100,18,10,450,110,88,104,201,82,0,60,48,66,72,24,0,0,0,0,0,6,6,4,0,0,0,30,0,0,0,2,0,14,4,2,2,17,28,34,19,1,5,1,8,17,9,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572.2886524822695,'down'
690,23.545454545454547,23.75,22.27777777777778,23.58333333333333,76,256,231,649,54,173,91,410,137,78,46,0,0,0,58,116,104,8,10,352,142,112,118,256,90,0,61,39,86,88,38,0,0,0,0,0,4,4,2,0,0,0,26,6,0,0,0,0,14,2,0,0,26,38,12,1,1,4,3,6,16,7,24,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557.7352839931154,'down'
930,20.75,23.0,21.0,24.944444444444443,230,165,304,561,201,77,148,328,89,126,82,20,2,8,60,204,128,102,4,432,108,118,174,275,78,0,32,52,124,94,16,0,0,0,0,0,6,4,4,0,0,0,26,0,0,0,2,0,0,9,2,2,18,47,11,2,15,3,0,3,21,17,30,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613.742741935484,'up'
930,21.0,22.0,21.0,25.23076923076923,265,180,209,490,48,49,161,413,76,116,46,14,2,6,140,170,142,208,0,561,192,154,181,355,142,0,52,60,110,100,22,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,18,8,0,0,19,27,30,21,1,2,1,4,16,3,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342.544897959184,'down'
930,26.25,27.25,26.25,24.5,255,177,167,434,59,43,131,430,60,126,40,14,4,8,34,124,144,32,10,372,104,130,158,312,116,0,80,64,124,90,44,0,0,0,0,0,12,8,6,0,0,0,36,4,0,1,4,0,20,8,0,0,18,22,38,27,1,3,3,3,17,9,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911.0687679083092,'down'
930,29.142857142857142,28.75,29.5,28.25,87,199,200,0,142,66,102,525,87,102,32,10,0,2,20,94,110,6,6,409,110,110,140,284,90,0,80,68,96,94,42,0,0,0,0,0,8,6,6,0,0,0,16,6,0,0,1,0,12,2,0,0,15,29,17,9,6,2,1,13,13,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274.6695842450767,'down'
990,23.3,24.5,24.25,23.115384615384617,305,262,147,466,90,38,123,406,79,84,48,16,6,12,32,100,110,54,10,508,130,104,144,268,106,0,66,56,84,70,43,0,0,0,0,0,18,12,12,0,0,0,40,2,0,0,2,0,14,6,0,0,19,27,40,32,9,5,2,3,25,7,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783.0166270783848,'down'
