%
% Comments go after a '%' sign.
%
%
% Relation: selected_fe300
%
%
% Attributes: 300     Instances: 148
%
%

@relation selected_fe300

@attribute 'Time' numeric
@attribute 'avg t001' numeric
@attribute 'avg t002' numeric
@attribute 'avg t003' numeric
@attribute 'avg t004' numeric
@attribute 'avg t005' numeric
@attribute 'time (s) Activity1' numeric
@attribute 'time (s) Activity2' numeric
@attribute 'time (s) Activity3' numeric
@attribute 'time (s) Activity4' numeric
@attribute 'time (s) Activity5' numeric
@attribute 'time (s) Activity6' numeric
@attribute 'time (s) Activity7' numeric
@attribute 'time (s) Activity8' numeric
@attribute 'time (s) Activity9' numeric
@attribute 'time (s) Activity10' numeric
@attribute 'time (s) Activity11' numeric
@attribute 'time (s) Activity12' numeric
@attribute 'time (s) Activity13' numeric
@attribute 'time (s) Activity14' numeric
@attribute 'time (s) Activity15' numeric
@attribute 'time (s) Activity16' numeric
@attribute 'n m001' numeric
@attribute 'n m002' numeric
@attribute 'n m003' numeric
@attribute 'n m004' numeric
@attribute 'n m005' numeric
@attribute 'n m006' numeric
@attribute 'n m007' numeric
@attribute 'n m008' numeric
@attribute 'n m009' numeric
@attribute 'n m010' numeric
@attribute 'n m011' numeric
@attribute 'n m012' numeric
@attribute 'n m013' numeric
@attribute 'n m014' numeric
@attribute 'n m015' numeric
@attribute 'n m016' numeric
@attribute 'n m017' numeric
@attribute 'n m018' numeric
@attribute 'n m019' numeric
@attribute 'n m020' numeric
@attribute 'n m021' numeric
@attribute 'n m022' numeric
@attribute 'n m023' numeric
@attribute 'n m024' numeric
@attribute 'n m025' numeric
@attribute 'n m026' numeric
@attribute 'n m027' numeric
@attribute 'n m028' numeric
@attribute 'n m029' numeric
@attribute 'n m030' numeric
@attribute 'n m031' numeric
@attribute 'n m032' numeric
@attribute 'n m033' numeric
@attribute 'n m034' numeric
@attribute 'n m035' numeric
@attribute 'n m036' numeric
@attribute 'n m037' numeric
@attribute 'n m038' numeric
@attribute 'n m039' numeric
@attribute 'n m040' numeric
@attribute 'n m041' numeric
@attribute 'n m042' numeric
@attribute 'n m043' numeric
@attribute 'n m044' numeric
@attribute 'n m045' numeric
@attribute 'n m046' numeric
@attribute 'n m047' numeric
@attribute 'n m048' numeric
@attribute 'n m049' numeric
@attribute 'n m050' numeric
@attribute 'n m051' numeric
@attribute 'n m052' numeric
@attribute 'n d001' numeric
@attribute 'n d002' numeric
@attribute 'n d003' numeric
@attribute 'n d004' numeric
@attribute 'n d005' numeric
@attribute 'n d006' numeric
@attribute 'n d007' numeric
@attribute 'n d008' numeric
@attribute 'n d009' numeric
@attribute 'n d010' numeric
@attribute 'n d011' numeric
@attribute 'n d012' numeric
@attribute 'n d013' numeric
@attribute 'n d014' numeric
@attribute 'n d015' numeric
@attribute 'n Task1' numeric
@attribute 'n Task2' numeric
@attribute 'n Task3' numeric
@attribute 'n Task4' numeric
@attribute 'n Task5' numeric
@attribute 'n Task6' numeric
@attribute 'n Task7' numeric
@attribute 'n Task8' numeric
@attribute 'n Task9' numeric
@attribute 'n Task10' numeric
@attribute 'n Task11' numeric
@attribute 'n Task12' numeric
@attribute 'n Task13' numeric
@attribute 'n Action1' numeric
@attribute 'n Action5' numeric
@attribute 'n Action6' numeric
@attribute 'n Action7' numeric
@attribute 'n Action8' numeric
@attribute 'n Action9' numeric
@attribute 'n Action10' numeric
@attribute 'n Action11' numeric
@attribute 'n Action12' numeric
@attribute 'n paz1' numeric
@attribute 'n paz2' numeric
@attribute 'n paz3' numeric
@attribute 'n paz4' numeric
@attribute 'n paz5' numeric
@attribute 'n paz7' numeric
@attribute 'n paz8' numeric
@attribute 'n paz9' numeric
@attribute 'n paz11' numeric
@attribute 'n paz14' numeric
@attribute 'n paz18' numeric
@attribute 'n paz19' numeric
@attribute 'n paz20' numeric
@attribute 'n paz21' numeric
@attribute 'n paz22' numeric
@attribute 'n paz23' numeric
@attribute 'n paz24' numeric
@attribute 'n paz25' numeric
@attribute 'n paz26' numeric
@attribute 'n paz29' numeric
@attribute 'n paz33' numeric
@attribute 'n paz34' numeric
@attribute 'n paz35' numeric
@attribute 'n paz39' numeric
@attribute 'n paz40' numeric
@attribute 'n paz42' numeric
@attribute 'n paz43' numeric
@attribute 'n paz44' numeric
@attribute 'n paz45' numeric
@attribute 'n paz49' numeric
@attribute 'n paz50' numeric
@attribute 'n paz52' numeric
@attribute 'n paz54' numeric
@attribute 'n paz56' numeric
@attribute 'n paz57' numeric
@attribute 'n paz58' numeric
@attribute 'n paz60' numeric
@attribute 'n paz62' numeric
@attribute 'n paz63' numeric
@attribute 'n paz66' numeric
@attribute 'n paz67' numeric
@attribute 'n paz68' numeric
@attribute 'n paz70' numeric
@attribute 'n paz71' numeric
@attribute 'n paz72' numeric
@attribute 'n paz73' numeric
@attribute 'n paz74' numeric
@attribute 'n paz75' numeric
@attribute 'n paz77' numeric
@attribute 'n paz78' numeric
@attribute 'n paz79' numeric
@attribute 'n paz82' numeric
@attribute 'n paz85' numeric
@attribute 'n paz86' numeric
@attribute 'n paz88' numeric
@attribute 'n paz89' numeric
@attribute 'n paz91' numeric
@attribute 'n paz92' numeric
@attribute 'n paz93' numeric
@attribute 'n paz94' numeric
@attribute 'n paz96' numeric
@attribute 'n paz97' numeric
@attribute 'n paz98' numeric
@attribute 'n paz99' numeric
@attribute 'n paz100' numeric
@attribute 'n paz101' numeric
@attribute 'n paz102' numeric
@attribute 'n paz103' numeric
@attribute 'n paz105' numeric
@attribute 'n paz106' numeric
@attribute 'n paz107' numeric
@attribute 'n paz108' numeric
@attribute 'n paz111' numeric
@attribute 'n paz112' numeric
@attribute 'n paz115' numeric
@attribute 'n paz116' numeric
@attribute 'n paz117' numeric
@attribute 'n paz118' numeric
@attribute 'n paz122' numeric
@attribute 'n paz124' numeric
@attribute 'n paz125' numeric
@attribute 'n paz128' numeric
@attribute 'n paz130' numeric
@attribute 'n paz131' numeric
@attribute 'n paz132' numeric
@attribute 'n paz134' numeric
@attribute 'n paz135' numeric
@attribute 'n paz136' numeric
@attribute 'n paz138' numeric
@attribute 'n paz139' numeric
@attribute 'n paz140' numeric
@attribute 'n paz145' numeric
@attribute 'n paz147' numeric
@attribute 'n paz149' numeric
@attribute 'n paz150' numeric
@attribute 'n paz152' numeric
@attribute 'n paz154' numeric
@attribute 'n paz155' numeric
@attribute 'n paz156' numeric
@attribute 'n paz157' numeric
@attribute 'n paz158' numeric
@attribute 'n paz159' numeric
@attribute 'n paz160' numeric
@attribute 'n paz161' numeric
@attribute 'n paz162' numeric
@attribute 'n paz163' numeric
@attribute 'n paz165' numeric
@attribute 'n paz166' numeric
@attribute 'n paz169' numeric
@attribute 'n paz170' numeric
@attribute 'n paz173' numeric
@attribute 'n paz175' numeric
@attribute 'n paz178' numeric
@attribute 'n paz179' numeric
@attribute 'n paz181' numeric
@attribute 'n paz184' numeric
@attribute 'n paz185' numeric
@attribute 'n paz188' numeric
@attribute 'n paz191' numeric
@attribute 'n paz194' numeric
@attribute 'n paz196' numeric
@attribute 'n paz197' numeric
@attribute 'n paz198' numeric
@attribute 'n paz199' numeric
@attribute 'n paz200' numeric
@attribute 'n paz201' numeric
@attribute 'n paz202' numeric
@attribute 'n paz203' numeric
@attribute 'n paz204' numeric
@attribute 'n paz205' numeric
@attribute 'n paz207' numeric
@attribute 'n paz208' numeric
@attribute 'n paz209' numeric
@attribute 'n paz210' numeric
@attribute 'n paz211' numeric
@attribute 'n paz212' numeric
@attribute 'n paz213' numeric
@attribute 'n paz214' numeric
@attribute 'n paz215' numeric
@attribute 'n paz216' numeric
@attribute 'n paz217' numeric
@attribute 'n paz218' numeric
@attribute 'n paz219' numeric
@attribute 'n paz220' numeric
@attribute 'n paz221' numeric
@attribute 'n paz222' numeric
@attribute 'n paz223' numeric
@attribute 'n paz224' numeric
@attribute 'n paz225' numeric
@attribute 'n paz226' numeric
@attribute 'n paz227' numeric
@attribute 'n paz228' numeric
@attribute 'n paz229' numeric
@attribute 'n paz231' numeric
@attribute 'n paz232' numeric
@attribute 'n paz235' numeric
@attribute 'n paz237' numeric
@attribute 'n paz241' numeric
@attribute 'n paz242' numeric
@attribute 'n paz243' numeric
@attribute 'n paz247' numeric
@attribute 'n paz249' numeric
@attribute 'n paz250' numeric
@attribute 'n paz251' numeric
@attribute 'n paz252' numeric
@attribute 'n paz253' numeric
@attribute 'n paz254' numeric
@attribute 'n paz255' numeric
@attribute 'n paz256' numeric
@attribute 'n paz257' numeric
@attribute 'n paz258' numeric
@attribute 'n paz259' numeric
@attribute 'n paz260' numeric
@attribute 'n paz261' numeric
@attribute 'n paz262' numeric
@attribute 'n paz264' numeric
@attribute 'n paz265' numeric
@attribute 'n paz266' numeric
@attribute 'n paz267' numeric
@attribute 'n paz268' numeric
@attribute 'n paz269' numeric
@attribute 'n paz270' numeric
@attribute 'n paz271' numeric
@attribute 'n paz272' numeric
@attribute 'n paz273' numeric
@attribute 'n paz274' numeric
@attribute 'trend' numeric
@attribute 'act Consumption' numeric
@attribute 'avg Consumption' numeric

@data
660,21.75,27.818181818181817,23.818181818181817,21.5,24.035714285714285,238,218,286,400,76,144,318,98,138,16,119,359,220,467,154,231,113,56,4,0,12,82,174,257,224,20,20,8,582,164,142,167,229,68,18,0,46,58,98,38,84,40,32,34,8,0,0,0,0,0,0,0,0,0,0,0,0,36,32,0,0,0,0,0,0,0,22,386,2,0,0,0,0,0,32,0,12,4,0,3,0,0,0,21,28,34,63,24,35,9,1,6,2,2,0,0,17,129,1,39,4,20,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5743050361179027,1298.1595113438043,1311.7333333333331
690,24.694444444444443,27.93055555555556,24.819444444444443,25.09722222222222,25.80555555555556,149,157,188,424,51,127,274,56,37,34,173,133,253,410,76,89,119,54,6,0,16,120,207,169,125,108,0,0,269,188,125,160,288,84,39,2,71,58,107,53,120,60,70,45,24,0,0,0,0,0,0,0,0,0,0,0,0,46,44,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,19,0,8,5,0,7,0,0,0,17,18,25,81,12,24,5,1,5,1,7,1,1,13,117,4,34,3,14,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857818676207489,1798.300469483568,1585.529411764706
720,22.3,25.294117647058822,23.944444444444443,22.0,24.444444444444443,221,380,334,534,103,267,129,121,0,64,173,464,259,432,73,163,124,138,6,0,2,30,140,152,120,90,12,0,303,172,124,132,290,94,40,6,70,66,134,38,84,28,22,22,16,0,0,0,0,0,0,0,8,10,8,6,10,30,28,0,0,0,0,0,0,0,36,536,0,0,0,0,4,2,26,0,8,0,0,6,0,0,0,17,34,18,38,15,11,6,1,1,1,2,0,0,8,83,5,34,2,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9144069304059217,2245.2334710743803,1514.25625
690,21.52083333333333,24.029411764705884,22.15,21.676470588235293,22.571428571428573,191,120,166,397,61,123,313,36,88,34,73,433,140,370,46,165,142,48,15,0,8,60,202,157,147,74,20,6,641,189,170,200,290,154,54,0,88,76,150,68,106,58,46,50,22,0,0,0,0,0,0,0,8,10,4,4,18,58,54,0,0,0,0,0,0,0,52,388,4,0,0,0,2,0,48,0,16,14,0,11,0,0,0,16,24,41,49,26,29,10,2,5,2,2,0,0,14,141,9,18,4,8,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.856369058983589,2745.464980544747,1415.44
930,25.7,29.729166666666668,26.0,26.75,27.866666666666667,144,187,147,651,61,200,253,56,107,39,227,522,266,221,129,162,98,88,36,8,46,42,122,140,94,0,10,14,426,150,106,136,218,110,34,0,52,58,90,48,110,32,28,28,10,0,0,0,0,0,0,0,6,12,8,4,6,32,28,0,0,0,0,0,0,0,30,322,0,0,0,0,3,0,38,0,6,14,0,5,0,0,0,23,18,29,59,64,17,12,1,1,1,0,0,0,12,116,11,69,3,5,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.481733078968378,1216.7829126213592,1028.091489361702
990,24.43055555555556,28.63888888888889,24.73611111111111,25.819444444444443,25.319444444444443,267,189,255,526,64,97,353,60,77,46,491,193,221,344,85,190,120,49,12,2,32,117,184,151,113,64,12,4,331,299,167,195,335,109,37,0,71,49,100,70,124,78,54,56,38,0,0,0,0,0,0,0,6,6,4,4,6,60,58,0,0,0,0,0,0,0,38,0,1,0,0,1,1,1,16,0,6,4,0,4,0,0,0,21,15,35,85,31,30,17,8,1,1,2,2,0,20,167,4,15,17,10,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.569535524499337,1779.7627737226278,2074.2380952380954
690,23.22222222222222,26.675,21.5,20.25,24.115384615384617,422,262,506,528,78,204,511,189,119,51,255,206,213,374,246,90,124,136,12,4,8,64,208,202,150,100,8,0,441,196,100,134,306,110,36,0,60,76,108,56,104,54,38,40,30,0,0,0,0,0,0,0,18,26,20,20,26,42,40,0,0,0,0,0,0,0,44,790,4,0,0,0,8,4,32,0,10,6,0,3,0,0,0,18,33,44,60,56,70,21,20,2,2,1,1,0,17,218,17,35,22,4,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7330672709025854,2598.966379310345,2726.546511627907
690,25.223684210526315,27.25,22.0,22.93421052631579,23.308823529411764,226,166,157,155,50,0,343,66,156,34,81,152,234,358,154,129,141,83,16,2,13,84,288,265,165,29,14,2,264,257,148,183,336,140,75,20,121,104,152,92,189,104,64,77,57,18,244,83,161,38,104,32,71,189,60,43,38,74,74,23,148,9,18,246,88,31,83,0,0,0,0,0,0,0,37,0,18,6,0,10,2,0,0,18,56,32,65,31,20,11,6,10,2,0,0,0,22,169,11,28,8,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.251137148653775,4417.386914062499,5518.431325301205
990,24.7948717948718,27.56410256410257,22.115384615384617,21.46153846153846,23.942307692307693,902,183,157,498,107,214,451,36,89,61,236,417,277,645,187,199,130,96,14,2,44,70,140,154,99,46,36,8,382,234,176,191,368,117,51,0,86,52,88,99,217,96,46,45,8,0,0,0,0,0,0,0,6,6,4,9,11,48,48,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,42,0,14,14,0,6,2,2,6,22,37,62,87,61,42,17,3,19,1,3,2,0,16,251,14,35,16,10,5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2934110185033098,2733.2829268292685,2347.5911764705884
915,25.25,28.31578947368421,23.75,28.5,27.70833333333333,260,248,123,455,58,137,255,76,59,28,127,101,135,333,47,219,76,42,4,4,6,89,114,100,70,18,8,10,450,110,88,104,201,82,44,0,60,48,66,36,72,42,24,26,12,0,0,0,0,0,0,0,4,6,6,4,6,28,24,0,0,0,0,0,0,0,30,196,0,0,0,0,2,0,31,0,14,10,0,4,0,2,2,17,28,28,28,34,33,19,1,5,2,1,2,1,13,123,8,17,9,16,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6028258525602177,1572.2886524822695,1161.9565217391305
690,23.545454545454547,26.5,23.75,22.27777777777778,23.58333333333333,76,256,231,649,97,97,356,54,173,47,189,186,91,410,137,0,78,46,0,0,0,58,116,104,72,8,6,10,352,142,112,118,256,90,38,0,61,39,86,46,88,56,38,38,16,0,0,0,0,0,0,0,4,4,4,2,2,44,42,0,0,0,0,0,0,0,26,312,6,0,0,0,0,0,34,0,14,6,0,2,0,0,0,26,38,33,33,12,26,1,1,4,1,3,1,1,21,95,6,16,7,24,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7909626992140305,1557.7352839931154,1287.125
930,20.75,25.25,23.0,21.0,24.944444444444443,230,165,304,561,77,146,539,201,77,28,141,349,148,328,89,128,126,82,20,2,8,60,204,128,82,102,2,4,432,108,118,174,275,78,16,0,32,52,124,28,94,30,16,16,12,0,0,0,0,0,0,0,4,6,4,4,8,22,22,0,0,0,0,0,0,0,26,328,0,0,0,0,2,2,40,0,0,4,0,9,0,2,2,18,47,34,36,11,51,2,15,3,2,0,0,0,13,123,3,21,17,30,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4193989063341363,1613.742741935484,2090.225
930,21.0,27.0,22.0,21.0,25.23076923076923,265,180,209,490,56,161,293,48,49,28,198,184,161,413,76,477,116,46,14,2,6,140,170,142,112,208,10,0,561,192,154,181,355,142,36,0,52,60,110,34,100,50,22,22,14,0,0,0,0,0,0,0,0,0,0,0,0,28,24,0,0,0,0,0,0,0,112,870,0,0,0,0,0,0,38,0,18,4,0,8,0,0,0,19,27,20,31,30,57,21,1,2,1,1,0,0,15,134,4,16,3,23,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.115068144194463,2342.544897959184,1100.3076923076924
930,26.25,31.0,27.25,26.25,24.5,255,177,167,434,80,121,337,59,43,80,228,174,131,430,60,175,126,40,14,4,8,34,124,144,92,32,20,10,372,104,130,158,312,116,48,0,80,64,124,62,90,72,44,52,28,0,0,0,0,0,0,0,10,12,8,6,15,52,48,0,0,0,0,0,0,0,36,624,4,0,0,1,4,1,38,0,20,0,0,8,0,0,0,18,22,26,28,38,34,27,1,3,2,3,3,1,17,131,3,17,9,11,4,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.833968295379045,1911.0687679083092,393.8488372093023
